claim_id,state,district,village,latitude,longitude,claim_geometry_id,claim_type,rights_subtype,submission_date,current_stage,last_updated_date,status,gram_sabha_date,sdlc_date,dlc_date,decision_date,pending_reason,gram_sabha_recommendation,sdlc_recommendation,remand_count,last_remand_reason,evidence_types,rejection_reason,appeal_status,appeal_date,claimed_area_ha,forest_record_area_ha,revenue_record_area_ha,forest_overlap_pct,protected_area_type,protected_area_overlap_pct,cfr_map_available,gram_sabha_resolution_date,assigned_unit_id,verification_visit_count,applicant_hash,estimated_eligible_households,forest_dependent_households,village_forest_area_ha,title_copy_delivered_date,linked_schemes
FRA-0013687,Jharkhand,Pakur,FRA-JH-017-Village-07,22.991453,85.716347,GEO-0013687,Individual,IFR,2025-11-24,Title Issued,2026-09-04,Approved,2026-01-24,2026-06-07,2026-08-24,2026-09-04,,Recommended,Recommended,0,,Legacy residence/cultivation record; Physical boundary markers; Satellite imagery; Forest record; Government map,,Not Applicable,,2.29,2.41,2.27,35.1,,,,,FRA-JH-017,2,A1C9EF28C5E3,139,100,1827.0,,
FRA-0013688,Jharkhand,Pakur,FRA-JH-017-Village-09,22.983171,85.758556,GEO-0013688,Individual,IFR,2024-04-22,Title Issued,2025-04-27,Approved,2024-07-15,2024-08-27,2025-02-19,2025-03-15,,Recommended,Recommended,0,,Legacy residence/cultivation record; Government map,,Not Applicable,,0.81,0.77,0.83,100.0,,,,,FRA-JH-017,1,61215F393CCC,693,313,80.0,2025-04-02,
FRA-0013689,Jharkhand,Pakur,FRA-JH-017-Village-10,22.666642,85.567145,GEO-0013689,Individual,IFR,2026-05-17,Field Verification,2026-09-01,Pending,2026-08-16,2026-09-01,,,Field verification pending,Recommended,Recommended,2,Land-record reconciliation,Legacy residence/cultivation record; Community testimony; Satellite imagery; Forest record,,Not Applicable,,0.95,0.9,0.87,87.4,Wildlife Sanctuary,90.6,,,FRA-JH-017,2,50713B14ACED,583,491,354.9,,
FRA-0013690,Jharkhand,Pakur,FRA-JH-017-Village-03,22.652944,85.367335,GEO-0013690,Individual,IFR,2021-12-28,Title Issued,2022-10-21,Approved,2022-03-28,2022-07-26,2022-08-29,2022-09-19,,Recommended,Recommended,0,,Satellite imagery; Forest record; Revenue record,,Not Applicable,,2.4,2.49,2.43,87.1,,,,,FRA-JH-017,3,7C5B08187D12,280,152,276.8,2022-12-09,MGNREGA
FRA-0013691,Jharkhand,Pakur,FRA-JH-017-Village-01,22.613028,85.454912,GEO-0013691,Individual,IFR,2021-08-06,Field Verification,2026-07-09,Pending,2021-09-08,2022-01-23,,,Additional evidence requested,Recommended,Recommended,0,,Revenue record; Satellite imagery,,Not Applicable,,1.18,1.2,1.27,77.9,,,,,FRA-JH-017,2,71FDBD5A11FA,236,85,110.1,,
FRA-0013692,Jharkhand,Pakur,FRA-JH-017-Village-02,22.800297,85.669795,GEO-0013692,Individual,IFR,2026-02-06,Title Issued,2026-08-24,Approved,2026-05-02,2026-07-04,2026-08-15,2026-08-17,,Recommended,Recommended,0,,Gram Sabha testimony; Community testimony,,Allowed,2026-03-30,1.73,0.94,1.72,83.3,,,,,FRA-JH-017,3,C38E24CDD40A,744,594,416.1,2026-09-04,PMAY-G; Tribal Livelihood Support
FRA-0013693,Jharkhand,Pakur,FRA-JH-017-Village-08,22.723102,85.783898,GEO-0013693,Individual,IFR,2025-08-03,Title Issued,2026-03-08,Approved,2025-11-02,2025-11-25,2026-01-21,2026-02-06,,Recommended,Recommended,0,,Revenue record; Physical boundary markers,,Not Applicable,,0.46,0.45,0.5,85.3,,,,,FRA-JH-017,4,260530E10D07,550,378,1103.0,2026-03-18,MGNREGA
FRA-0013694,Jharkhand,Pakur,FRA-JH-017-Village-07,22.98347,85.724519,GEO-0013694,Individual,IFR,2025-02-22,Title Issued,2025-10-22,Approved,2025-04-16,2025-08-10,2025-09-29,2025-10-05,,Recommended,Recommended,0,,Revenue record; Community testimony; Legacy residence/cultivation record,,Not Applicable,,1.61,1.44,1.64,78.2,,,,,FRA-JH-017,3,DB98F86ECFDB,139,100,1827.0,2025-10-22,NRLM; Tribal Livelihood Support
FRA-0013695,Jharkhand,Pakur,FRA-JH-017-Village-09,22.991774,85.73922,GEO-0013695,Individual,IFR,2025-09-02,Title Issued,2026-03-24,Approved,2025-10-21,2025-11-27,2026-01-29,2026-02-25,,Needs Review,Needs Review,0,,Legacy residence/cultivation record; Revenue record; Government map,,Not Applicable,,1.37,1.45,1.35,97.3,,,,,FRA-JH-017,2,51D323B43547,693,313,80.0,2026-03-27,Tribal Livelihood Support
FRA-0013696,Jharkhand,Pakur,FRA-JH-017-Village-01,22.606301,85.464319,GEO-0013696,Individual,IFR,2026-05-11,DLC Decision,2026-09-04,Rejected,2026-05-19,2026-07-24,2026-08-20,2026-08-20,,Needs Review,Needs Review,0,,Revenue record; Gram Sabha testimony; Government map,Record inconsistency,Not Appealed,,0.82,0.73,0.83,76.9,Wildlife Sanctuary,67.2,,,FRA-JH-017,2,26666F9DA784,236,85,110.1,,
FRA-0013697,Jharkhand,Pakur,FRA-JH-017-Village-04,22.686638,85.782794,GEO-0013697,Individual,IFR,2022-07-29,Title Issued,2023-05-22,Approved,2022-10-04,2022-11-26,2023-03-27,2023-04-23,,Recommended,Recommended,1,Land-record reconciliation,Government map; Revenue record; Gram Sabha testimony,,Not Applicable,,1.49,1.45,1.49,72.5,,,,,FRA-JH-017,0,CB1452B2012E,818,615,1153.3,2023-08-21,PDS convergence; PMAY-G
FRA-0013698,Jharkhand,Pakur,FRA-JH-017-Village-10,22.686833,85.571479,GEO-0013698,Individual,IFR,2025-10-29,Field Verification,2026-04-12,Pending,2025-11-30,2026-03-24,,,Boundary verification pending,Recommended,Needs Review,0,,Legacy residence/cultivation record; Government map; Physical boundary markers,,Not Applicable,,3.61,3.21,3.26,78.1,,,,,FRA-JH-017,2,35C5A5295A29,583,491,354.9,,
FRA-0013699,Jharkhand,Pakur,FRA-JH-017-Village-03,22.660048,85.348149,GEO-0013699,Individual,IFR,2023-05-11,DLC Decision,2024-02-15,Rejected,2023-06-01,2023-10-14,2023-12-25,2024-01-13,,Recommended,Recommended,1,Additional evidence requested,Government map; Physical boundary markers,Record inconsistency,Not Appealed,,1.49,1.36,1.34,86.4,,,,,FRA-JH-017,1,7902DF768A1B,280,152,276.8,,
FRA-0013700,Jharkhand,Pakur,FRA-JH-017-Village-09,22.979759,85.74817,GEO-0013700,Individual,IFR,2025-09-16,SDLC,2026-08-12,Pending,2025-12-16,2026-02-14,,,Awaiting DLC decision,Recommended,Recommended,2,Additional evidence requested,Community testimony,,Not Applicable,,0.73,0.74,0.67,96.2,,,,,FRA-JH-017,1,76D9DC32CFD0,693,313,80.0,,
FRA-0013701,Jharkhand,Pakur,FRA-JH-017-Village-10,22.68919,85.58303,GEO-0013701,Individual,IFR,2026-08-09,Field Verification,2026-08-31,Pending,2026-08-31,,,,Awaiting SDLC meeting,Recommended,Pending,0,,Satellite imagery; Physical boundary markers,,Not Applicable,,1.66,1.46,1.79,84.6,,,,,FRA-JH-017,1,07803B0CCDE0,583,491,354.9,,
FRA-0013702,Jharkhand,Pakur,FRA-JH-017-Village-06,22.987437,85.561868,GEO-0013702,Individual,IFR,2026-01-30,DLC,2026-08-24,Pending,2026-02-13,2026-05-15,,,Land record reconciliation,Recommended,Recommended,1,Additional evidence requested,Legacy residence/cultivation record; Physical boundary markers; Satellite imagery,,Not Applicable,,1.11,1.05,1.2,91.5,,,,,FRA-JH-017,2,0C948F60475D,468,249,1725.9,,
FRA-0013703,Jharkhand,Pakur,FRA-JH-017-Village-10,22.670569,85.564469,GEO-0013703,Individual,IFR,2025-08-20,Title Issued,2026-05-13,Approved,2025-09-27,2025-11-22,2026-03-20,2026-04-09,,Recommended,Recommended,0,,Government map; Satellite imagery,,Not Applicable,,2.98,3.1,2.77,96.5,,,,,FRA-JH-017,3,29AEA11C6A97,583,491,354.9,2026-08-01,MGNREGA; PDS convergence
FRA-0013704,Jharkhand,Pakur,FRA-JH-017-Village-04,22.687693,85.788059,GEO-0013704,Individual,IFR,2025-03-20,DLC Decision,2025-09-17,Rejected,2025-03-28,2025-05-22,2025-08-18,2025-08-22,,Needs Review,Recommended,0,,Physical boundary markers; Community testimony; Legacy residence/cultivation record,Eligibility period not established,Not Appealed,,2.76,2.96,2.94,100.0,,,,,FRA-JH-017,1,DD69D83A7D45,818,615,1153.3,,
FRA-0013705,Jharkhand,Pakur,FRA-JH-017-Village-08,22.730818,85.788499,GEO-0013705,Individual,IFR,2026-04-17,Title Issued,2026-09-04,Approved,2026-05-13,2026-08-03,2026-08-24,2026-09-02,,Recommended,Recommended,0,,Legacy residence/cultivation record; Gram Sabha testimony; Forest record; Satellite imagery,,Not Applicable,,1.53,1.55,1.54,100.0,,,,,FRA-JH-017,2,A5321BEDF41C,550,378,1103.0,2026-09-04,NRLM; PMAY-G
FRA-0013706,Jharkhand,Pakur,FRA-JH-017-Village-07,22.975504,85.74778,GEO-0013706,Individual,IFR,2023-05-01,Title Issued,2023-10-02,Approved,2023-06-25,2023-07-11,2023-09-16,2023-09-29,,Needs Review,Needs Review,0,,Community testimony; Gram Sabha testimony,,Not Applicable,,1.04,0.97,1.02,74.7,,,,,FRA-JH-017,2,DF08D3339450,139,100,1827.0,2023-11-15,
FRA-0013707,Jharkhand,Pakur,FRA-JH-017-Village-10,22.685074,85.592541,GEO-0013707,Individual,IFR,2021-07-26,Title Issued,2022-04-21,Approved,2021-10-13,2021-12-09,2022-02-18,2022-03-10,,Recommended,Recommended,2,Land-record reconciliation,Legacy residence/cultivation record; Satellite imagery; Gram Sabha testimony,,Not Applicable,,1.4,1.34,1.26,95.2,,,,,FRA-JH-017,3,2F8696A2FB0F,583,491,354.9,2022-04-09,MGNREGA; PDS convergence
FRA-0013708,Jharkhand,Pakur,FRA-JH-017-Village-05,22.899585,85.840737,GEO-0013708,Community,Community Rights,2023-10-10,SDLC,2026-06-08,Pending,2024-01-07,2024-06-01,,,Boundary verification pending,Recommended,Recommended,2,Additional evidence requested,Legacy residence/cultivation record; Government map; Forest record,,Not Applicable,,95.64,105.78,96.3,88.1,,,,,FRA-JH-017,3,EE060F7D60AA,644,561,161.8,,
FRA-0013709,Jharkhand,Pakur,FRA-JH-017-Village-04,22.672733,85.788178,GEO-0013709,Individual,IFR,2023-04-03,Field Verification,2026-07-13,Pending,2023-04-23,2023-06-23,,,Awaiting SDLC meeting,Recommended,Not Recommended,0,,Legacy residence/cultivation record; Satellite imagery,,Not Applicable,,1.19,1.13,1.26,86.3,,,,,FRA-JH-017,4,BF7FA709C427,818,615,1153.3,,
FRA-0013710,Jharkhand,Pakur,FRA-JH-017-Village-07,22.965129,85.726991,GEO-0013710,Individual,IFR,2025-05-22,Title Issued,2026-01-01,Approved,2025-06-04,2025-10-26,2025-12-04,2025-12-21,,Recommended,Recommended,1,Gram Sabha reconsideration,Forest record; Physical boundary markers; Community testimony,,Not Applicable,,2.4,2.14,2.4,86.2,,,,,FRA-JH-017,2,D9C967C18C32,139,100,1827.0,2026-03-17,PMAY-G
FRA-0013711,Jharkhand,Pakur,FRA-JH-017-Village-09,23.00821,85.758058,GEO-0013711,Community,Community Rights,2024-12-08,Title Issued,2025-08-12,Approved,2024-12-23,2025-03-07,2025-07-28,2025-08-09,,Recommended,Needs Review,0,,Forest record; Revenue record; Satellite imagery,,Not Applicable,,40.86,39.6,40.3,100.0,,,,,FRA-JH-017,1,2457057091E0,693,313,80.0,,
FRA-0013712,Jharkhand,Pakur,FRA-JH-017-Village-02,22.816069,85.650865,GEO-0013712,Community,Community Rights,2022-05-19,Title Issued,2023-02-28,Approved,2022-08-12,2022-12-17,2023-02-04,2023-02-10,,Recommended,Needs Review,0,,Gram Sabha testimony; Legacy residence/cultivation record,,Not Applicable,,107.09,109.5,98.03,89.4,Tiger Reserve,28.8,,,FRA-JH-017,2,D08AEF4454AC,744,594,416.1,2023-02-25,Tribal Livelihood Support
FRA-0013713,Jharkhand,Pakur,FRA-JH-017-Village-03,22.638441,85.346567,GEO-0013713,Individual,IFR,2025-01-29,Title Issued,2026-01-01,Approved,2025-04-12,2025-06-07,2025-12-03,2025-12-28,,Not Recommended,Not Recommended,0,,Forest record; Gram Sabha testimony; Physical boundary markers; Revenue record,,Not Applicable,,1.01,0.9,1.06,90.9,Wildlife Sanctuary,25.8,,,FRA-JH-017,1,DDE20DB72BD1,280,152,276.8,2026-02-16,PMAY-G
FRA-0013714,Jharkhand,Pakur,FRA-JH-017-Village-07,22.965515,85.728025,GEO-0013714,Individual,IFR,2026-06-17,Field Verification,2026-08-31,Pending,2026-08-31,,,,Awaiting SDLC meeting,Recommended,Pending,0,,Satellite imagery,,Not Applicable,,1.28,1.13,1.21,100.0,,,,,FRA-JH-017,1,DB3A199DAEA0,139,100,1827.0,,
FRA-0013715,Jharkhand,Pakur,FRA-JH-017-Village-06,22.961955,85.56878,GEO-0013715,Individual,IFR,2022-09-13,Field Verification,2026-06-18,Pending,2022-11-11,2023-01-29,,,Boundary verification pending,Not Recommended,Needs Review,0,,Physical boundary markers; Satellite imagery,,Not Applicable,,0.71,0.75,0.68,91.6,National Park,28.2,,,FRA-JH-017,1,BC9EB084CCC9,468,249,1725.9,,
FRA-0013716,Jharkhand,Pakur,FRA-JH-017-Village-06,22.980106,85.562161,GEO-0013716,Individual,IFR,2023-07-29,Title Issued,2024-03-30,Approved,2023-10-21,2023-11-20,2024-03-03,2024-03-16,,Recommended,Recommended,0,,Forest record; Government map; Gram Sabha testimony; Revenue record,,Not Applicable,,2.19,2.22,3.73,74.5,,,,,FRA-JH-017,3,22DEE2E09807,468,249,1725.9,2024-06-06,
FRA-0013717,Jharkhand,Pakur,FRA-JH-017-Village-09,23.002669,85.752999,GEO-0013717,Individual,IFR,2021-09-01,Title Issued,2022-06-15,Approved,2021-10-24,2021-12-05,2022-05-28,2022-06-13,,Recommended,Needs Review,0,,Revenue record; Forest record,,Not Applicable,,2.27,2.39,2.46,79.0,,,,,FRA-JH-017,1,523DB8567E1A,693,313,80.0,2022-09-28,MGNREGA
FRA-0013718,Jharkhand,Pakur,FRA-JH-017-Village-01,22.613816,85.483615,GEO-0013718,Individual,IFR,2026-06-04,DLC,2026-08-30,Pending,2026-06-28,2026-08-30,,,Awaiting DLC decision,Recommended,Not Recommended,2,Boundary re-verification,Revenue record; Gram Sabha testimony; Community testimony,,Not Applicable,,0.91,1.02,0.91,86.9,Conservation Reserve,89.4,,,FRA-JH-017,1,CF06F8923FB6,236,85,110.1,,
FRA-0013719,Jharkhand,Pakur,FRA-JH-017-Village-01,22.6375,85.458252,GEO-0013719,Community,Community Rights,2022-02-09,Title Issued,2022-08-14,Approved,2022-02-23,2022-06-10,2022-07-11,2022-07-23,,Needs Review,Recommended,0,,Physical boundary markers; Satellite imagery,,Not Applicable,,73.91,71.75,72.06,85.8,,,,,FRA-JH-017,1,1F1DF04B4FCD,236,85,110.1,2022-08-15,PMAY-G
FRA-0013720,Jharkhand,Pakur,FRA-JH-017-Village-06,22.983439,85.562981,GEO-0013720,Community,Habitat Rights,2025-12-06,Title Issued,2026-08-09,Approved,2025-12-31,2026-02-08,2026-07-18,2026-08-05,,Recommended,Recommended,0,,Gram Sabha testimony; Satellite imagery; Forest record,,Not Applicable,,50.74,51.42,53.28,77.1,,,,,FRA-JH-017,4,4D2098AEF609,468,249,1725.9,2026-08-17,
FRA-0013721,Jharkhand,Pakur,FRA-JH-017-Village-03,22.66069,85.371139,GEO-0013721,Community,Community Forest Resource,2025-05-11,SDLC,2026-07-22,Pending,2025-07-19,2025-12-01,,,Additional evidence requested,Recommended,Not Recommended,0,,Forest record; Gram Sabha testimony; Satellite imagery,,Not Applicable,,221.86,241.52,214.39,76.0,,,Yes,2025-07-20,FRA-JH-017,2,6B5596A60695,280,152,276.8,,
FRA-0013722,Jharkhand,Pakur,FRA-JH-017-Village-03,22.651445,85.366406,GEO-0013722,Individual,IFR,2021-05-01,DLC Decision,2022-01-11,Rejected,2021-06-12,2021-10-03,2021-12-19,2021-12-23,,Recommended,Needs Review,2,Land-record reconciliation,Physical boundary markers; Revenue record,Eligibility period not established,Under Review,2022-01-04,2.82,2.6,2.71,77.1,,,,,FRA-JH-017,3,E73EC8CFB64F,280,152,276.8,,
FRA-0013723,Jharkhand,Pakur,FRA-JH-017-Village-02,22.811782,85.644517,GEO-0013723,Community,Minor Forest Produce,2024-11-28,DLC,2026-07-05,Pending,2025-02-13,2025-05-08,,,Boundary verification pending,Needs Review,Needs Review,0,,Revenue record; Government map; Legacy residence/cultivation record; Satellite imagery,,Not Applicable,,57.45,53.55,54.0,100.0,,,,,FRA-JH-017,3,1788C62DC82E,744,594,416.1,,
FRA-0013724,Jharkhand,Pakur,FRA-JH-017-Village-01,22.614155,85.463675,GEO-0013724,Individual,IFR,2021-04-17,Title Issued,2021-11-05,Approved,2021-04-25,2021-07-19,2021-10-01,2021-10-25,,Recommended,Recommended,0,,Physical boundary markers; Government map,,Not Applicable,,1.54,1.65,1.59,84.1,,,,,FRA-JH-017,2,713AE372ADFF,236,85,110.1,2022-01-18,PDS convergence
FRA-0013725,Jharkhand,Pakur,FRA-JH-017-Village-07,22.983743,85.72843,GEO-0013725,Individual,IFR,2025-08-25,DLC Decision,2026-05-09,Rejected,2025-10-29,2025-12-23,2026-04-01,2026-04-21,,Needs Review,Recommended,3,Gram Sabha reconsideration,Satellite imagery; Government map; Gram Sabha testimony,Eligibility period not established,Not Appealed,,2.96,2.8,3.17,89.1,,,,,FRA-JH-017,2,440C66941A4B,139,100,1827.0,,
FRA-0013726,Jharkhand,Pakur,FRA-JH-017-Village-02,22.824802,85.658062,GEO-0013726,Individual,IFR,2024-07-04,DLC Decision,2025-04-18,Rejected,2024-08-31,2024-11-12,2025-03-29,2025-04-15,,Needs Review,Needs Review,1,Boundary re-verification,Government map; Revenue record; Physical boundary markers; Satellite imagery; Forest record,Insufficient evidence,Under Review,2025-07-04,2.16,2.1,1.96,29.1,Wildlife Sanctuary,29.6,,,FRA-JH-017,3,6060335219B1,744,594,416.1,,
FRA-0013727,Jharkhand,Pakur,FRA-JH-017-Village-03,22.655213,85.357735,GEO-0013727,Individual,IFR,2025-03-21,SDLC,2026-08-18,Pending,2025-05-19,2025-08-20,,,Awaiting DLC decision,Recommended,Needs Review,1,Procedural correction,Revenue record; Gram Sabha testimony; Physical boundary markers; Government map,,Not Applicable,,2.44,4.15,2.54,78.9,,,,,FRA-JH-017,1,E73EC8CFB64F,280,152,276.8,,
FRA-0013728,Jharkhand,Pakur,FRA-JH-017-Village-03,22.640178,85.3426,GEO-0013728,Individual,IFR,2025-03-11,SDLC,2026-08-13,Pending,2025-05-27,2025-07-10,,,Boundary verification pending,Needs Review,Needs Review,0,,Revenue record; Community testimony; Gram Sabha testimony; Forest record; Physical boundary markers,,Not Applicable,,0.6,0.54,0.57,81.4,,,,,FRA-JH-017,2,87241BF4CC61,280,152,276.8,,
FRA-0013729,Jharkhand,Pakur,FRA-JH-017-Village-03,22.650849,85.355985,GEO-0013729,Individual,IFR,2021-09-16,Title Issued,2022-09-24,Approved,2021-10-16,2022-03-12,2022-07-17,2022-08-16,,Recommended,Needs Review,0,,Forest record; Government map; Revenue record; Physical boundary markers,,Not Applicable,,1.63,2.85,1.7,81.2,,,,,FRA-JH-017,1,87241BF4CC61,280,152,276.8,2022-11-05,PDS convergence; PMAY-G
FRA-0013730,Jharkhand,Pakur,FRA-JH-017-Village-01,22.620469,85.470255,GEO-0013730,Individual,IFR,2025-06-04,Title Issued,2026-03-19,Approved,2025-07-07,2025-10-10,2026-02-15,2026-03-09,,Recommended,Needs Review,1,Procedural correction,Government map,,Not Applicable,,2.41,2.47,2.6,100.0,,,,,FRA-JH-017,4,26666F9DA784,236,85,110.1,2026-05-09,
FRA-0013731,Jharkhand,Pakur,FRA-JH-017-Village-03,22.667073,85.36113,GEO-0013731,Individual,IFR,2023-11-28,Title Issued,2025-01-21,Approved,2024-01-24,2024-06-14,2024-12-06,2025-01-02,,Recommended,Needs Review,0,,Gram Sabha testimony; Satellite imagery; Community testimony,,Not Applicable,,0.42,0.4,0.46,94.6,,,,,FRA-JH-017,1,5ADA4D0014EA,280,152,276.8,2025-02-05,
FRA-0013732,Jharkhand,Pakur,FRA-JH-017-Village-03,22.640941,85.364742,GEO-0013732,Individual,IFR,2025-07-17,Title Issued,2026-07-17,Approved,2025-09-27,2025-12-15,2026-06-12,2026-07-08,,Recommended,Recommended,0,,Forest record; Satellite imagery; Gram Sabha testimony; Legacy residence/cultivation record,,Not Applicable,,1.43,1.44,1.42,70.3,,,,,FRA-JH-017,2,73F3726713CD,280,152,276.8,2026-09-04,
FRA-0013733,Jharkhand,Pakur,FRA-JH-017-Village-01,22.61833,85.471873,GEO-0013733,Individual,IFR,2024-09-17,Title Issued,2025-06-03,Approved,2024-11-16,2025-03-30,2025-05-08,2025-05-16,,Needs Review,Recommended,0,,Legacy residence/cultivation record; Forest record; Physical boundary markers,,Not Applicable,,1.79,1.68,1.84,88.9,,,,,FRA-JH-017,4,26666F9DA784,236,85,110.1,2025-07-14,PDS convergence; Tribal Livelihood Support
FRA-0013734,Jharkhand,Pakur,FRA-JH-017-Village-10,22.676528,85.59018,GEO-0013734,Individual,IFR,2025-06-14,DLC Decision,2026-02-26,Rejected,2025-07-28,2025-08-25,2026-02-05,2026-02-25,,Needs Review,Recommended,0,,Satellite imagery; Legacy residence/cultivation record; Gram Sabha testimony,Procedural deficiency,Not Appealed,,1.14,1.06,1.09,93.9,,,,,FRA-JH-017,2,BB0AF1B842EF,583,491,354.9,,
FRA-0013735,Jharkhand,Pakur,FRA-JH-017-Village-07,22.983253,85.7479,GEO-0013735,Individual,IFR,2023-10-29,Title Issued,2024-08-18,Approved,2024-01-09,2024-02-24,2024-07-01,2024-07-15,,Needs Review,Needs Review,0,,Revenue record; Legacy residence/cultivation record; Community testimony,,Not Applicable,,3.02,3.16,3.1,96.4,,,,,FRA-JH-017,3,DF5111BA2573,139,100,1827.0,2024-08-02,MGNREGA; NRLM
FRA-0013736,Jharkhand,Pakur,FRA-JH-017-Village-05,22.916612,85.855657,GEO-0013736,Community,Community Forest Resource,2022-05-13,Field Verification,2026-07-29,Pending,2022-07-11,2022-10-31,,,Boundary verification pending,Recommended,Needs Review,0,,Satellite imagery; Legacy residence/cultivation record,,Not Applicable,,1587.86,1745.39,1500.99,74.4,,,Yes,2022-08-05,FRA-JH-017,2,966AFB6BC37A,644,561,161.8,,
FRA-0013737,Jharkhand,Pakur,FRA-JH-017-Village-06,22.958732,85.553296,GEO-0013737,Individual,IFR,2024-02-15,DLC Decision,2024-08-17,Rejected,2024-05-01,2024-06-12,2024-07-23,2024-08-17,,Recommended,Recommended,1,Gram Sabha reconsideration,Government map; Gram Sabha testimony; Legacy residence/cultivation record,Eligibility period not established,Not Appealed,,2.91,3.2,2.76,79.8,National Park,15.1,,,FRA-JH-017,1,1B47B748C949,468,249,1725.9,,
FRA-0013738,Jharkhand,Pakur,FRA-JH-017-Village-02,22.818192,85.653782,GEO-0013738,Individual,IFR,2025-05-30,Title Issued,2026-03-20,Approved,2025-07-08,2025-10-26,2026-01-23,2026-02-09,,Recommended,Needs Review,0,,Forest record; Government map; Community testimony,,Not Applicable,,1.11,1.13,1.05,33.3,,,,,FRA-JH-017,2,8EE9EF03D9A5,744,594,416.1,2026-03-18,MGNREGA; NRLM; PDS convergence
FRA-0013739,Jharkhand,Pakur,FRA-JH-017-Village-08,22.714932,85.795975,GEO-0013739,Individual,IFR,2025-06-30,Title Issued,2026-05-10,Approved,2025-09-20,2025-10-31,2026-04-10,2026-05-09,,Recommended,Recommended,0,,Satellite imagery; Revenue record,,Allowed,2025-12-16,2.37,1.29,2.43,91.3,Wildlife Sanctuary,90.0,,,FRA-JH-017,3,913DCFE9F371,550,378,1103.0,2026-07-07,NRLM
FRA-0013740,Jharkhand,Pakur,FRA-JH-017-Village-03,22.663127,85.338001,GEO-0013740,Community,Grazing Rights,2025-04-17,Title Issued,2026-03-27,Approved,2025-06-13,2025-08-26,2026-02-03,2026-02-12,,Recommended,Recommended,0,,Satellite imagery; Community testimony; Revenue record,,Not Applicable,,88.42,83.91,84.06,77.7,Wildlife Sanctuary,69.6,,,FRA-JH-017,3,44BF754395F6,280,152,276.8,2026-03-14,Tribal Livelihood Support
FRA-0013741,Jharkhand,Pakur,FRA-JH-017-Village-10,22.678487,85.574936,GEO-0013741,Individual,IFR,2024-05-28,DLC Decision,2025-03-08,Rejected,2024-07-31,2024-08-19,2025-02-02,2025-02-08,,Recommended,Recommended,0,,Community testimony; Forest record; Satellite imagery,Record inconsistency,Under Review,2025-04-22,2.21,2.03,2.13,97.8,,,,,FRA-JH-017,2,64CC7D58AD22,583,491,354.9,,
